1436	0.367672105	0.357102738	0.377307143	0.386440487	0.377003539	0.495668826
1456	0.366878707	0.356341364	0.376400281	0.384920731	0.375834313	0.494058837
1468	0.366660319	0.356191077	0.37651395	0.384632911	0.375646661	0.493330887
1516	0.367739935	0.358643258	0.384853718	0.385507495	0.377403068	0.492099794
1576	0.36765138	0.359017137	0.38476697	0.384252884	0.378109221	0.492460292
1584	0.367345714	0.35858257	0.38330809	0.383596899	0.377626916	0.492178934
1624	0.36536158	0.356443831	0.376927045	0.380311494	0.374912846	0.489269085
1660	0.363498442	0.354144313	0.372373231	0.377283945	0.372181742	0.48590632
1676	0.362628707	0.353008696	0.370657949	0.375938501	0.370866304	0.484555536
1684	0.362117354	0.352512895	0.369828555	0.375213371	0.370246261	0.483720162
1740	0.359144329	0.349037408	0.364840979	0.370804848	0.365971109	0.478492316
1772	0.357714545	0.347365758	0.362414529	0.368409762	0.36382868	0.475768014
1800	0.356454448	0.345974767	0.360420249	0.366490601	0.36224994	0.473563977
1860	0.354065952	0.3432546	0.356953961	0.362695833	0.358867408	0.469351201
1864	0.353978377	0.343063701	0.3567802	0.362499632	0.358627927	0.4690621
1896	0.353258323	0.342080909	0.355241878	0.361146964	0.357624924	0.467536504
1928	0.35288138	0.341541142	0.35419053	0.360066017	0.357100022	0.466362267
1932	0.352818171	0.341462803	0.354078063	0.359913534	0.357072159	0.466303442
1952	0.352798252	0.341322159	0.353587462	0.359494935	0.35710184	0.466149134
1964	0.352882733	0.341244194	0.353309389	0.359396732	0.357449037	0.46611461
1968	0.352904621	0.341265011	0.353212051	0.35938619	0.357509459	0.466163766
1980	0.353083182	0.341415411	0.353170779	0.359448393	0.357752186	0.466290449
1988	0.353135379	0.341448074	0.353007684	0.359460449	0.358036732	0.466487457
2076	0.349262175	0.337543436	0.350288485	0.354136407	0.353154973	0.459336466
2140	0.346784848	0.335282781	0.351167424	0.350875054	0.350630936	0.455384756
2152	0.350234578	0.339500233	0.360684924	0.355142532	0.355633463	0.459987311
2156	0.351634583	0.341399118	0.365770135	0.357045281	0.357972917	0.46205993
2188	0.37225809	0.368143149	0.411452468	0.38469336	0.390512294	0.493507413
2216	0.369697186	0.364414421	0.394147727	0.380330384	0.387101277	0.491905601
2220	0.368662116	0.363068761	0.392336439	0.378986418	0.385610444	0.490323344
2224	0.367611786	0.361782771	0.390549735	0.377648274	0.384176061	0.488711948
2228	0.366628474	0.36050507	0.388821531	0.376380016	0.382732029	0.487197484
2280	0.356677338	0.347413268	0.367622911	0.363015303	0.367727343	0.470620509
2284	0.356537181	0.347090741	0.366668458	0.362638885	0.367425909	0.470167895
2312	0.355592624	0.345538214	0.362116272	0.360664756	0.366162624	0.467835871
2332	0.354995022	0.34448684	0.360577262	0.35955882	0.36494671	0.465758598
2336	0.354963333	0.344390341	0.360465081	0.359470969	0.364883469	0.465485671
2344	0.354878977	0.344147776	0.360252305	0.359325444	0.364750471	0.465017944
2380	0.355966277	0.344697673	0.361497711	0.359827197	0.365855265	0.464337132
2420	0.360209416	0.351655942	0.383002603	0.366561266	0.372335584	0.463946699
2424	0.360215649	0.351925768	0.384683447	0.366566126	0.372527619	0.463813609
2432	0.357653306	0.347849827	0.377158047	0.363204248	0.369293923	0.462966607
2444	0.357824123	0.347150135	0.374920476	0.362636126	0.369415568	0.464430866
2448	0.358611851	0.347858923	0.375454361	0.363266981	0.370457278	0.465755974
2460	0.361997987	0.350459762	0.375818203	0.365976066	0.374471981	0.471665081
2464	0.362939329	0.351188236	0.375904962	0.366786732	0.375684394	0.473313647
2504	0.369139524	0.358610806	0.388216943	0.374618084	0.384921742	0.48135855
2508	0.370094334	0.359805579	0.390383052	0.375868804	0.38629651	0.482538934
2524	0.371965216	0.362235146	0.397373663	0.378456017	0.389384491	0.485774784
2552	0.376131905	0.367239167	0.408605763	0.383359394	0.395205444	0.49324822
2560	0.378549481	0.370365087	0.413386602	0.386401418	0.398889859	0.49661717
2568	0.38190224	0.374783203	0.420192489	0.390781818	0.403918247	0.500968707
2612	0.396249562	0.392131602	0.448291337	0.409505189	0.425470666	0.520124621
2628	0.395314394	0.391292749	0.450726596	0.408875736	0.424412592	0.518244069
2640	0.393411596	0.389695373	0.451740482	0.40715994	0.422101461	0.514843977
2660	0.393868355	0.390864573	0.460094437	0.408321504	0.423021656	0.514136418
2668	0.396956515	0.394641407	0.467203041	0.412043604	0.427137408	0.518188052
