1424	0.368599886	0.357879746	0.378209356	0.387658003	0.378089264	0.496940898
1468	0.366660319	0.356191077	0.37651395	0.384632911	0.375646661	0.493330887
1492	0.366639497	0.356358247	0.378103609	0.384098577	0.375598669	0.491890693
1504	0.367375947	0.357639784	0.381249183	0.384944421	0.376687008	0.492226201
1508	0.367287462	0.357804681	0.382171829	0.384842722	0.376584107	0.491957532
1512	0.36733085	0.35807704	0.383244978	0.384887538	0.376732776	0.491834053
1520	0.367777527	0.35894822	0.386165211	0.385689984	0.37766493	0.492013128
1528	0.368331694	0.360109551	0.389395027	0.386627348	0.378626429	0.492430806
1532	0.368582706	0.360400179	0.390795909	0.386943258	0.379001147	0.492550649
1564	0.368308415	0.359856277	0.387684654	0.385389968	0.378977413	0.493147008
1568	0.36806546	0.359606272	0.386563977	0.384984172	0.378656445	0.493078718
1580	0.367518739	0.358756894	0.384003523	0.383922706	0.377871017	0.492385633
1588	0.367197576	0.358341201	0.382535292	0.383228994	0.377321093	0.491903777
1596	0.36670836	0.35775822	0.380757646	0.382505179	0.376651288	0.491283539
1632	0.365065422	0.35585605	0.376137927	0.3798048	0.374371504	0.488676991
1788	0.356968063	0.34664441	0.361355703	0.367311396	0.362894107	0.474511759
1792	0.356817532	0.346450806	0.361031802	0.367058155	0.362687505	0.474200509
1796	0.35658092	0.346219821	0.360724708	0.366763144	0.362439968	0.473895839
1824	0.355491169	0.344865812	0.35895756	0.36489447	0.360781807	0.471741705
1828	0.35532066	0.344687982	0.358704502	0.364626418	0.360572706	0.471500303
1868	0.353924962	0.342919616	0.356565893	0.362316591	0.358510363	0.468800433
1896	0.353258323	0.342080909	0.355241878	0.361146964	0.357624924	0.467536504
1912	0.353128988	0.341905049	0.354737868	0.360679205	0.357334064	0.46698829
1936	0.352810969	0.3414271	0.35397816	0.359819654	0.357076077	0.466237657
1948	0.352824129	0.341320032	0.353687716	0.359590363	0.357096764	0.466158452
1980	0.353083182	0.341415411	0.353170779	0.359448393	0.357752186	0.466290449
1984	0.353093842	0.341434654	0.353108452	0.359425979	0.357901899	0.46632263
1988	0.353135379	0.341448074	0.353007684	0.359460449	0.358036732	0.466487457
2012	0.351861061	0.34021322	0.352190195	0.357615487	0.356229832	0.464141715
2056	0.350192062	0.338532992	0.351153512	0.355338485	0.354280595	0.460893896
2060	0.350043149	0.338349113	0.351054123	0.355151818	0.35416704	0.460615141
2072	0.349440222	0.337761878	0.350478864	0.35429618	0.353371585	0.459700676
2092	0.348272781	0.336446342	0.349355249	0.352752505	0.351941834	0.457822311
2104	0.347503815	0.335667202	0.348740828	0.351839832	0.351075087	0.456696131
2144	0.347283474	0.336009962	0.353108431	0.351548122	0.351456748	0.456091542
2148	0.34886869	0.337814746	0.356638604	0.353426071	0.353566499	0.458110411
2176	0.366997841	0.361697116	0.413174221	0.377945633	0.38205283	0.483743382
2192	0.372837657	0.368684946	0.40823276	0.385187165	0.391532787	0.495031932
2208	0.371431515	0.366609302	0.397975157	0.382735271	0.389775417	0.494564302
2216	0.369697186	0.364414421	0.394147727	0.380330384	0.387101277	0.491905601
2276	0.356973203	0.347885027	0.368676797	0.363522316	0.36814283	0.471232386
2304	0.355915866	0.346038279	0.363208977	0.361210157	0.366698415	0.468667987
2332	0.354995022	0.34448684	0.360577262	0.35955882	0.36494671	0.465758598
2340	0.354940887	0.344264069	0.360380276	0.359406044	0.36485691	0.465239545
2344	0.354878977	0.344147776	0.360252305	0.359325444	0.364750471	0.465017944
2352	0.354858534	0.344041818	0.360248074	0.359162765	0.364669827	0.464539827
2356	0.354871337	0.343944329	0.360086618	0.359078041	0.364621071	0.464436364
2368	0.355202045	0.343952408	0.359921591	0.359272311	0.36493112	0.464431477
2388	0.356796391	0.345825947	0.364228052	0.360825238	0.366938907	0.464411071
2420	0.360209416	0.351655942	0.383002603	0.366561266	0.372335584	0.463946699
2428	0.358882154	0.349872684	0.380972186	0.364818079	0.370871055	0.463339361
2436	0.357181131	0.346936602	0.375393203	0.362484075	0.368650779	0.462986732
2452	0.359640698	0.348705422	0.375901461	0.364163101	0.371803772	0.467542895
2456	0.360846304	0.349608415	0.376044816	0.365138929	0.373194497	0.469625124
2484	0.36871888	0.356363328	0.386166369	0.373108268	0.38382967	0.482576477
2488	0.370152814	0.357700281	0.386392365	0.374792056	0.38597717	0.485057175
2500	0.369019221	0.358028885	0.386710244	0.374350465	0.38476401	0.481776239
2504	0.369139524	0.358610806	0.388216943	0.374618084	0.384921742	0.48135855
2520	0.372726282	0.362765379	0.396489784	0.379351705	0.390415346	0.487091726
2544	0.374751916	0.365491077	0.405999729	0.381597614	0.393150162	0.490788241
2552	0.376131905	0.367239167	0.408605763	0.383359394	0.395205444	0.49324822
2576	0.385438837	0.379166829	0.426570547	0.395224821	0.409237343	0.505652516
2604	0.395157998	0.390825114	0.444866131	0.407877857	0.423764735	0.518696997
2616	0.396468236	0.392362814	0.449391997	0.40989244	0.425767927	0.520241759
2628	0.395314394	0.391292749	0.450726596	0.408875736	0.424412592	0.518244069
2632	0.394864221	0.390908907	0.451094075	0.408582127	0.423837716	0.517441943
2652	0.39266796	0.389275687	0.455271207	0.406604394	0.421252224	0.513105281
2672	0.399496018	0.39759097	0.472356165	0.415053843	0.430464177	0.52142308
